   5.0000000e-05   2.0115673e-04   1.3362412e-02   2.7297826e-03
   1.0000000e-04   7.9948579e-04   1.9694535e-02   5.6827626e-03
   2.5000000e-04   4.9911384e-03   3.0472521e-02   1.4218568e-02
   3.7500000e-04   1.1181524e-02   3.5078099e-02   2.0913242e-02
   5.0000000e-04   2.0207422e-02   4.4730182e-02   3.1055637e-02
   7.5000000e-04   4.5530834e-02   5.3103787e-02   4.1088015e-02
   1.0000000e-03   8.4071332e-02   6.0799943e-02   5.5906711e-02
   1.2500000e-03   1.3578251e-01   6.9259525e-02   6.9066290e-02
   1.5000000e-03   1.8589840e-01   7.4931251e-02   8.0893465e-02
